id,brand,categories,name,prices.amountMax,prices.amountMin,prices.availability,prices.currency,prices.isSale
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,44.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,44.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,38.24,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,44.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,44.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,44.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,35.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,38.24,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,35.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,44.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,35.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,38.24,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,35.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,35.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,33.74,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,35.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,33.74,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,33.74,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,38.24,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,35.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,35.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,44.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,35.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,38.24,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,44.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,33.74,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,38.24,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,59.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,33.74,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,38.24,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,35.99,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,38.24,,USD,FALSE
AV-ncGQTuC1rwyj_geid,dolce by mojo moxy,"Womens,Shoes,Clogs,Mules,Dolce by Mojo Moxy",Dolce by Mojo Moxy Ashton Women's High Heel Mules,59.99,33.74,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,69.99,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,59.99,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,54.99,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,79.99,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,79.99,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,79.99,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,59.99,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,59.99,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,54.99,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,59.99,,USD,FALSE
AV-nbamiYSSHbkXwpZrw,under armour,"Womens,Shoes,Athletic Shoes,Sneakers,Under Armour",Under Armour Street Precision Low Women's Sneakers,79.99,79.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,26.24,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,29.74,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,16.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,27.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,33.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,29.74,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,23.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,22.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,26.24,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,27.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,27.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,33.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,34.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,34.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,33.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,23.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,26.24,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,26.24,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,22.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,25.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,25.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,34.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,34.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,22.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,23.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,26.24,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,27.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,27.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,25.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,23.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,16.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,22.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,29.74,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,22.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,27.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,25.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,23.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,26.24,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,33.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,34.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,34.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,29.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,23.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,23.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,16.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,23.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,34.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,33.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,34.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,29.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,29.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,22.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,22.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,33.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,23.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,33.99,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,25.49,,USD,FALSE
AV-9hriAuC1rwyj_g2dv,so,"Womens,Shoes,Boots",SO Meme Women's Block Heel Ankle Boots,59.99,33.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,21.24,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,21.24,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,29.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,21.24,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,18.74,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,29.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,29.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,29.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,29.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,21.24,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,18.74,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,21.24,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,21.24,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,18.74,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,29.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,21.24,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,18.74,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,18.74,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,18.74,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,29.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV-ndGnvKZqtpbFMS0SG,so,"Womens,Shoes,Flats",SO Boat Women's Ballet Flats,29.99,29.99,,USD,FALSE
AV_cAl_FuC1rwyj_h5Jn,so,"Womens,Shoes,Flats",SO Social Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV_cAl_FuC1rwyj_h5Jn,so,"Womens,Shoes,Flats",SO Social Women's Ballet Flats,29.99,29.99,,USD,FALSE
AV_cAl_FuC1rwyj_h5Jn,so,"Womens,Shoes,Flats",SO Social Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV_cAl_FuC1rwyj_h5Jn,so,"Womens,Shoes,Flats",SO Social Women's Ballet Flats,29.99,21.24,,USD,FALSE
AV_cAl_FuC1rwyj_h5Jn,so,"Womens,Shoes,Flats",SO Social Women's Ballet Flats,29.99,24.99,,USD,FALSE
AV_cAl_FuC1rwyj_h5Jn,so,"Womens,Shoes,Flats",SO Social Women's Ballet Flats,29.99,29.99,,USD,FALSE
AV_cAl_FuC1rwyj_h5Jn,so,"Womens,Shoes,Flats",SO Social Women's Ballet Flats,29.99,19.99,,USD,FALSE
AV-ncGkUHh53nbDR_VIH,so,"Womens,Shoes,Flats",SO Can't Even Women's Velvet Ballet Flats,29.99,19.99,,USD,FALSE
AV-ncGkUHh53nbDR_VIH,so,"Womens,Shoes,Flats",SO Can't Even Women's Velvet Ballet Flats,29.99,29.99,,USD,FALSE
AV-ncGkUHh53nbDR_VIH,so,"Womens,Shoes,Flats",SO Can't Even Women's Velvet Ballet Flats,29.99,21.24,,USD,FALSE
AV-ncGkUHh53nbDR_VIH,so,"Womens,Shoes,Flats",SO Can't Even Women's Velvet Ballet Flats,29.99,21.24,,USD,FALSE
AV-ncGkUHh53nbDR_VIH,so,"Womens,Shoes,Flats",SO Can't Even Women's Velvet Ballet Flats,29.99,29.99,,USD,FALSE
AV-ncGkUHh53nbDR_VIH,so,"Womens,Shoes,Flats",SO Can't Even Women's Velvet Ballet Flats,29.99,18.74,,USD,FALSE
AV-ncGkUHh53nbDR_VIH,so,"Womens,Shoes,Flats",SO Can't Even Women's Velvet Ballet Flats,29.99,29.99,,USD,FALSE
